trip_id,transport_mode,mode_type,distance_km,trip_duration_minutes,average_speed_kmph,estimated_cost_inr,city,day_of_week,season,seasonal_factor,ef_baseline,ef_actual,emission_difference,time_period,peak_factor,traffic_condition,traffic_multiplier,recency_weight,time_weight,weather_condition,weather_factor,route_type,route_factor,load_factor,aqi_level,aqi_factor,context_factor,carbon_credits_earned,user_age,user_income_bracket,trip_purpose,timestamp
T085,electric_scooter,private,1.77,6.3,16.9,5.31,Delhi,Wednesday,Monsoon,1.2,0.08,0.02,0.06,off_peak,1,moderate,1.1,1,1.1,normal,1,suburban,1,0.95,moderate,1,0.95,0.111,50,medium,shopping,24-09-2025 19:06
T086,electric_scooter,private,6.55,22.5,17.4,19.65,Delhi,Thursday,Summer,1.1,0.08,0.02,0.06,peak_morning,1.2,light,1,1,1.2,favorable,0.95,city_center,1.2,1,very_poor,1.1,1.254,0.5914,37,medium,commute,11-08-2025 19:06
T087,electric_scooter,private,24.38,105.4,13.9,73.14,Chennai,Friday,Monsoon,1.2,0.08,0.02,0.06,off_peak,1,heavy,1.3,1,1.3,heavy_rain,1.2,highway,0.9,1,hazardous,1.2,1.296,2.4645,39,medium,leisure,17-08-2025 19:06
T088,electric_scooter,private,21.74,55.5,23.5,65.22,Chennai,Wednesday,Summer,1.1,0.08,0.02,0.06,off_peak,1,moderate,1.1,0.5,0.55,normal,1,suburban,1,1,good,0.95,0.95,0.6815,42,low,shopping,15-09-2025 19:06
T089,electric_scooter,private,18.46,71.1,15.6,55.38,Ahmedabad,Thursday,Monsoon,1.2,0.08,0.02,0.06,peak_morning,1.2,moderate,1.1,0.5,0.66,light_rain,1.1,suburban,1,1.1,very_poor,1.1,1.331,0.973,34,low,business,28-07-2025 19:06
T090,electric_scooter,private,16.48,42.9,23,49.44,Hyderabad,Monday,Monsoon,1.2,0.08,0.02,0.06,peak_evening,1.2,moderate,1.1,0.9,1.188,heavy_rain,1.2,suburban,1,1,moderate,1,1.2,1.4096,49,low,commute,26-09-2025 19:06
T091,electric_scooter,private,16.9,50.7,20,50.7,Ahmedabad,Thursday,Post-Monsoon,1,0.08,0.02,0.06,peak_morning,1.2,moderate,1.1,1,1.32,favorable,0.95,highway,0.9,1,very_poor,1.1,0.94,1.2582,18,medium,commute,20-06-2025 19:06
T092,electric_scooter,private,13.73,84.4,9.8,41.19,Bangalore,Monday,Winter,0.95,0.08,0.02,0.06,peak_morning,1.2,light,1,0.9,1.08,light_rain,1.1,hilly,1.3,1,hazardous,1.2,1.716,1.5267,49,low,commute,24-08-2025 19:06
T093,electric_scooter,private,0.93,5.2,10.7,2.79,Hyderabad,Friday,Winter,0.95,0.08,0.02,0.06,peak_evening,1.2,light,1,1,1.2,light_rain,1.1,highway,0.9,1,moderate,1,0.99,0.0663,26,low,commute,02-09-2025 19:06
T094,autorickshaw_petrol,shared,13.4,28.5,28.2,119.2,Mumbai,Tuesday,Monsoon,1.2,0.13,0.1135,0.0165,late_night,0.8,heavy,1.3,0.7,0.728,light_rain,1.1,hilly,1.3,1,moderate,1,1.43,0.2302,41,low,shopping,14-08-2025 19:06
T095,autorickshaw_petrol,shared,13.51,36.3,22.3,120.08,Hyderabad,Tuesday,Monsoon,1.2,0.13,0.1135,0.0165,peak_evening,1.2,heavy,1.3,0.7,1.092,normal,1,city_center,1.2,0.95,very_poor,1.1,1.254,0.3053,30,low,commute,16-07-2025 19:06
T096,autorickshaw_petrol,shared,17.62,64.6,16.4,152.96,Kolkata,Wednesday,Winter,0.95,0.13,0.1135,0.0165,peak_evening,1.2,light,1,1,1.2,light_rain,1.1,city_center,1.2,1,moderate,1,1.32,0.4605,37,low,commute,01-09-2025 19:06
T097,autorickshaw_petrol,shared,4.93,18.1,16.4,51.44,Delhi,Wednesday,Winter,0.95,0.13,0.1135,0.0165,peak_morning,1.2,moderate,1.1,1,1.32,normal,1,highway,0.9,0.95,very_poor,1.1,0.94,0.1009,18,low,commute,21-09-2025 19:06
T098,autorickshaw_petrol,shared,8.19,21.9,22.4,77.52,Bangalore,Monday,Post-Monsoon,1,0.13,0.1135,0.0165,peak_evening,1.2,moderate,1.1,0.9,1.188,normal,1,suburban,1,0.95,moderate,1,0.95,0.1525,62,low,business,17-09-2025 19:06
T099,autorickshaw_petrol,shared,2.48,13.9,10.7,31.84,Bangalore,Monday,Post-Monsoon,1,0.13,0.1135,0.0165,peak_evening,1.2,heavy,1.3,0.9,1.404,light_rain,1.1,city_center,1.2,1,moderate,1,1.32,0.0758,53,low,commute,28-08-2025 19:06
T100,autorickshaw_petrol,shared,10.74,29.4,21.9,97.92,Bangalore,Monday,Monsoon,1.2,0.13,0.1135,0.0165,off_peak,1,heavy,1.3,0.9,1.17,light_rain,1.1,highway,0.9,0.95,good,0.95,0.893,0.1852,44,low,leisure,15-09-2025 19:06
T101,autorickshaw_petrol,shared,17.74,61.4,17.3,153.92,Delhi,Friday,Monsoon,1.2,0.13,0.1135,0.0165,peak_morning,1.2,heavy,1.3,0.5,0.78,normal,1,highway,0.9,1,moderate,1,0.9,0.2055,43,low,business,29-07-2025 19:06
T102,autorickshaw_petrol,shared,3.78,13.7,16.6,42.24,Kolkata,Monday,Winter,0.95,0.13,0.1135,0.0165,off_peak,1,light,1,0.9,0.9,heavy_rain,1.2,city_center,1.2,1,hazardous,1.2,1.728,0.097,26,low,leisure,03-08-2025 19:06
T103,autorickshaw_petrol,shared,3.16,19.5,9.7,37.28,Ahmedabad,Thursday,Monsoon,1.2,0.13,0.1135,0.0165,off_peak,1,moderate,1.1,0.5,0.55,normal,1,city_center,1.2,1.1,moderate,1,1.32,0.0379,38,low,leisure,25-07-2025 19:06
T104,autorickshaw_petrol,shared,6.81,18.3,22.3,66.48,Hyderabad,Tuesday,Summer,1.1,0.13,0.1135,0.0165,peak_morning,1.2,heavy,1.3,0.7,1.092,normal,1,hilly,1.3,1,hazardous,1.2,1.56,0.1914,28,low,business,12-07-2025 19:06
T105,autorickshaw_petrol,shared,13.55,45.4,17.9,120.4,Ahmedabad,Monday,Summer,1.1,0.13,0.1135,0.0165,late_night,0.8,moderate,1.1,1,0.88,normal,1,highway,0.9,1,very_poor,1.1,0.99,0.1948,23,low,leisure,23-05-2025 19:06
T106,autorickshaw_cng,shared,16.01,44.2,21.7,140.08,Delhi,Friday,Post-Monsoon,1,0.13,0.10768,0.02232,late_night,0.8,heavy,1.3,0.5,0.52,light_rain,1.1,city_center,1.2,1,good,0.95,1.254,0.233,42,medium,shopping,20-09-2025 19:06
T107,autorickshaw_cng,shared,10.38,21.7,28.7,95.04,Delhi,Wednesday,Post-Monsoon,1,0.13,0.10768,0.02232,peak_morning,1.2,heavy,1.3,1,1.56,light_rain,1.1,city_center,1.2,1,very_poor,1.1,1.452,0.5248,35,medium,commute,18-04-2025 19:06
T108,autorickshaw_cng,shared,11.7,63.2,11.1,105.6,Pune,Tuesday,Winter,0.95,0.13,0.10768,0.02232,peak_evening,1.2,heavy,1.3,0.9,1.404,light_rain,1.1,highway,0.9,1,moderate,1,0.99,0.363,18,low,commute,10-05-2025 19:06
T109,autorickshaw_cng,shared,0.95,2.2,26.2,19.6,Chennai,Wednesday,Summer,1.1,0.13,0.10768,0.02232,peak_morning,1.2,heavy,1.3,0.9,1.404,normal,1,suburban,1,1,good,0.95,0.95,0.0283,45,low,business,11-09-2025 19:06
T110,autorickshaw_cng,shared,13.49,29.7,27.3,119.92,Kolkata,Monday,Monsoon,1.2,0.13,0.10768,0.02232,peak_morning,1.2,moderate,1.1,0.7,0.924,light_rain,1.1,highway,0.9,1.1,hazardous,1.2,1.307,0.3636,18,low,business,05-07-2025 19:06
T111,autorickshaw_cng,shared,0.84,4.3,11.8,18.72,Kolkata,Monday,Summer,1.1,0.13,0.10768,0.02232,off_peak,1,heavy,1.3,1,1.3,normal,1,city_center,1.2,1,very_poor,1.1,1.32,0.0322,42,low,leisure,13-06-2025 19:06
T112,autorickshaw_cng,shared,3.97,10,23.9,43.76,Kolkata,Friday,Summer,1.1,0.13,0.10768,0.02232,off_peak,1,moderate,1.1,1,1.1,light_rain,1.1,highway,0.9,1.1,very_poor,1.1,1.198,0.1168,51,low,business,29-09-2025 19:06
T113,autorickshaw_cng,shared,10.75,29.8,21.6,98,Kolkata,Monday,Winter,0.95,0.13,0.10768,0.02232,peak_evening,1.2,heavy,1.3,1,1.56,favorable,0.95,city_center,1.2,1,very_poor,1.1,1.254,0.4694,39,low,commute,16-07-2025 19:06
T114,autorickshaw_cng,shared,1.76,7.9,13.4,26.08,Delhi,Wednesday,Summer,1.1,0.13,0.10768,0.02232,peak_morning,1.2,heavy,1.3,1,1.56,normal,1,city_center,1.2,1.1,very_poor,1.1,1.452,0.089,51,low,business,09-04-2025 19:06
T115,autorickshaw_cng,shared,17.26,41.1,25.2,150.08,Chennai,Thursday,Monsoon,1.2,0.13,0.10768,0.02232,peak_evening,1.2,light,1,0.5,0.6,heavy_rain,1.2,city_center,1.2,0.95,moderate,1,1.368,0.3162,32,medium,commute,12-04-2025 19:06
T116,autorickshaw_cng,shared,12.47,78.1,9.6,111.76,Ahmedabad,Monday,Winter,0.95,0.13,0.10768,0.02232,peak_morning,1.2,moderate,1.1,0.9,1.188,normal,1,city_center,1.2,1.1,moderate,1,1.32,0.4365,30,low,commute,11-05-2025 19:06
T117,autorickshaw_cng,shared,14.88,105.5,8.5,131.04,Ahmedabad,Wednesday,Post-Monsoon,1,0.13,0.10768,0.02232,peak_evening,1.2,heavy,1.3,1,1.56,normal,1,city_center,1.2,1.1,moderate,1,1.32,0.6839,38,medium,commute,23-05-2025 19:06
T118,autorickshaw_cng,shared,15.5,31.7,29.3,136,Kolkata,Monday,Summer,1.1,0.13,0.10768,0.02232,off_peak,1,heavy,1.3,0.7,0.91,heavy_rain,1.2,city_center,1.2,1,moderate,1,1.44,0.4533,26,low,leisure,04-10-2025 19:06
T119,autorickshaw_cng,shared,12.24,34.2,21.5,109.92,Hyderabad,Tuesday,Post-Monsoon,1,0.13,0.10768,0.02232,peak_evening,1.2,moderate,1.1,1,1.32,normal,1,suburban,1,0.95,hazardous,1.2,1.14,0.4111,27,low,commute,17-04-2025 19:06
T120,autorickshaw_cng,shared,4.35,14.4,18.1,46.8,Ahmedabad,Friday,Monsoon,1.2,0.13,0.10768,0.02232,off_peak,1,moderate,1.1,0.7,0.77,favorable,0.95,city_center,1.2,0.95,good,0.95,1.029,0.0769,19,low,shopping,08-05-2025 19:06
T121,bus_city,public,14.72,35.7,24.8,29.44,Ahmedabad,Thursday,Winter,0.95,0.13,0.015161,0.114839,off_peak,1,heavy,1.3,0.7,0.91,light_rain,1.1,city_center,1.2,1,moderate,1,1.32,2.0305,49,medium,shopping,13-09-2025 19:06
T122,bus_city,public,22.82,90.7,15.1,45.64,Delhi,Friday,Post-Monsoon,1,0.13,0.015161,0.114839,peak_morning,1.2,heavy,1.3,0.5,0.78,light_rain,1.1,city_center,1.2,1.1,moderate,1,1.452,2.968,45,low,business,04-05-2025 19:06
T123,bus_city,public,10.17,46.5,13.1,20.34,Pune,Wednesday,Monsoon,1.2,0.13,0.015161,0.114839,off_peak,1,moderate,1.1,0.7,0.77,heavy_rain,1.2,suburban,1,1,moderate,1,1.2,1.0792,42,low,shopping,12-09-2025 19:06
T124,bus_city,public,24.88,118.4,12.6,49.76,Delhi,Thursday,Monsoon,1.2,0.13,0.015161,0.114839,peak_morning,1.2,heavy,1.3,0.9,1.404,light_rain,1.1,city_center,1.2,0.95,very_poor,1.1,1.379,5.5319,24,medium,commute,12-09-2025 19:06
T125,bus_city,public,26.29,75.7,20.9,52.58,Delhi,Wednesday,Winter,0.95,0.13,0.015161,0.114839,peak_evening,1.2,heavy,1.3,0.7,1.092,normal,1,city_center,1.2,1,moderate,1,1.2,3.9563,18,low,commute,20-08-2025 19:06
T126,bus_city,public,27.75,87.4,19.1,55.5,Delhi,Monday,Monsoon,1.2,0.13,0.015161,0.114839,peak_evening,1.2,moderate,1.1,1,1.32,normal,1,city_center,1.2,1,moderate,1,1.2,5.0479,41,medium,commute,04-07-2025 19:06
T127,bus_city,public,16.49,35.1,28.2,32.98,Delhi,Saturday,Monsoon,1.2,0.13,0.015161,0.114839,off_peak,1,heavy,1.3,1,1.3,favorable,0.95,city_center,1.2,0.95,moderate,1,1.083,2.6661,20,low,leisure,28-06-2025 19:06
T128,bus_city,public,33.87,95.7,21.2,67.74,Kolkata,Tuesday,Winter,0.95,0.13,0.015161,0.114839,peak_evening,1.2,light,1,1,1.2,heavy_rain,1.2,city_center,1.2,1,very_poor,1.1,1.584,7.3933,32,low,commute,21-06-2025 19:06
T129,bus_city,public,39,82.8,28.3,78,Delhi,Sunday,Winter,0.95,0.13,0.015161,0.114839,off_peak,1,heavy,1.3,0.5,0.65,favorable,0.95,suburban,1,1.1,moderate,1,1.045,3.0422,45,low,leisure,11-07-2025 19:06
T130,bus_city,public,35.09,75,28.1,70.18,Mumbai,Friday,Monsoon,1.2,0.13,0.015161,0.114839,peak_evening,1.2,heavy,1.3,1,1.56,light_rain,1.1,city_center,1.2,0.95,very_poor,1.1,1.379,8.6689,47,low,business,30-06-2025 19:06
T131,bus_city,public,37.64,74.9,30.2,75.28,Delhi,Sunday,Monsoon,1.2,0.13,0.015161,0.114839,off_peak,1,moderate,1.1,0.9,0.99,normal,1,suburban,1,1,very_poor,1.1,1.1,4.7072,18,low,shopping,18-08-2025 19:06
T132,bus_city,public,27.4,141.4,11.6,54.8,Hyderabad,Tuesday,Summer,1.1,0.13,0.015161,0.114839,peak_evening,1.2,moderate,1.1,0.7,0.924,favorable,0.95,city_center,1.2,1,good,0.95,1.083,3.1488,38,medium,commute,25-08-2025 19:06
T133,bus_city,public,22.71,45.5,29.9,45.42,Pune,Tuesday,Post-Monsoon,1,0.13,0.015161,0.114839,peak_morning,1.2,moderate,1.1,1,1.32,light_rain,1.1,suburban,1,1,moderate,1,1.1,3.7868,25,medium,commute,25-08-2025 19:06
T134,bus_city,public,38.77,68,34.2,77.54,Bangalore,Friday,Post-Monsoon,1,0.13,0.015161,0.114839,peak_morning,1.2,moderate,1.1,1,1.32,normal,1,city_center,1.2,1,moderate,1,1.2,7.0525,44,low,commute,21-08-2025 19:06
T135,bus_city,public,27.96,54.9,30.6,55.92,Delhi,Monday,Monsoon,1.2,0.13,0.015161,0.114839,peak_evening,1.2,heavy,1.3,1,1.56,favorable,0.95,suburban,1,1,moderate,1,0.95,4.7586,38,low,commute,27-09-2025 19:06
T136,bus_city,public,17.53,65.8,16,35.06,Chennai,Saturday,Monsoon,1.2,0.13,0.015161,0.114839,peak_evening,1.2,moderate,1.1,0.7,0.924,normal,1,city_center,1.2,1,very_poor,1.1,1.32,2.4554,41,medium,commute,16-07-2025 19:06
T137,bus_city,public,12.16,50.8,14.4,24.32,Mumbai,Thursday,Post-Monsoon,1,0.13,0.015161,0.114839,off_peak,1,heavy,1.3,0.9,1.17,normal,1,suburban,1,1,hazardous,1.2,1.2,1.9606,53,medium,leisure,11-07-2025 19:06
T138,bus_city,public,28.15,118.7,14.2,56.3,Delhi,Wednesday,Summer,1.1,0.13,0.015161,0.114839,peak_morning,1.2,heavy,1.3,0.5,0.78,normal,1,suburban,1,1,moderate,1,1,2.5215,38,medium,commute,28-06-2025 19:06
T139,bus_city,public,30.16,65.8,27.5,60.32,Chennai,Monday,Post-Monsoon,1,0.13,0.015161,0.114839,peak_evening,1.2,heavy,1.3,1,1.56,heavy_rain,1.2,city_center,1.2,1,good,0.95,1.368,7.3915,22,medium,business,04-08-2025 19:06
T140,bus_city,public,28.42,60.3,28.3,56.84,Mumbai,Monday,Post-Monsoon,1,0.13,0.015161,0.114839,peak_evening,1.2,heavy,1.3,1,1.56,heavy_rain,1.2,city_center,1.2,1,very_poor,1.1,1.584,8.0648,44,low,commute,28-09-2025 19:06
T141,bus_city,public,31.69,66.9,28.4,63.38,Mumbai,Saturday,Monsoon,1.2,0.13,0.015161,0.114839,peak_evening,1.2,moderate,1.1,0.7,0.924,normal,1,city_center,1.2,1,very_poor,1.1,1.32,4.4387,20,low,commute,02-08-2025 19:06
T142,bus_city,public,31.95,71.2,26.9,63.9,Chennai,Monday,Summer,1.1,0.13,0.015161,0.114839,peak_evening,1.2,heavy,1.3,0.5,0.78,light_rain,1.1,city_center,1.2,1,very_poor,1.1,1.452,4.1555,37,medium,commute,16-04-2025 19:06
T143,bus_city,public,35.91,99.1,21.7,71.82,Ahmedabad,Tuesday,Winter,0.95,0.13,0.015161,0.114839,peak_evening,1.2,moderate,1.1,0.5,0.66,heavy_rain,1.2,city_center,1.2,1,moderate,1,1.44,3.9193,18,low,commute,18-05-2025 19:06
T144,bus_city,public,12.45,32.1,23.3,24.9,Bangalore,Wednesday,Post-Monsoon,1,0.13,0.015161,0.114839,peak_evening,1.2,heavy,1.3,1,1.56,normal,1,city_center,1.2,0.95,hazardous,1.2,1.368,3.0512,38,low,business,18-05-2025 19:06
T145,bus_city,public,22.43,42.6,31.6,44.86,Hyderabad,Monday,Summer,1.1,0.13,0.015161,0.114839,peak_morning,1.2,heavy,1.3,1,1.56,favorable,0.95,suburban,1,1,moderate,1,0.95,3.8174,47,medium,commute,12-04-2025 19:06
T146,bus_city,public,24.42,54.8,26.7,48.84,Mumbai,Thursday,Post-Monsoon,1,0.13,0.015161,0.114839,peak_evening,1.2,heavy,1.3,1,1.56,normal,1,city_center,1.2,1.1,moderate,1,1.32,5.7748,39,low,business,26-09-2025 19:06
T147,bus_city,public,17.31,52,20,34.62,Kolkata,Monday,Monsoon,1.2,0.13,0.015161,0.114839,peak_morning,1.2,moderate,1.1,0.5,0.66,normal,1,suburban,1,0.95,moderate,1,0.95,1.2464,38,low,commute,06-05-2025 19:06
T148,bus_city,public,27.77,50.6,32.9,55.54,Pune,Monday,Post-Monsoon,1,0.13,0.015161,0.114839,peak_evening,1.2,moderate,1.1,0.9,1.188,normal,1,city_center,1.2,1,moderate,1,1.2,4.5464,40,medium,business,29-04-2025 19:06
T149,bus_city,public,37.89,192.8,11.8,75.78,Hyderabad,Thursday,Winter,0.95,0.13,0.015161,0.114839,peak_morning,1.2,heavy,1.3,1,1.56,light_rain,1.1,city_center,1.2,1.1,good,0.95,1.379,9.3606,35,medium,commute,03-08-2025 19:06
T150,bus_city,public,28.47,79.6,21.5,56.94,Hyderabad,Monday,Post-Monsoon,1,0.13,0.015161,0.114839,peak_evening,1.2,heavy,1.3,0.5,0.78,heavy_rain,1.2,city_center,1.2,1,moderate,1,1.44,3.6723,21,low,commute,30-08-2025 19:06
T151,metro_subway,public,16.39,25.3,38.8,49.17,Delhi,Monday,Winter,0.95,0.13,0.008,0.122,off_peak,1,light,1,1,1,favorable,0.95,city_center,1.2,1,very_poor,1.1,1.254,2.5075,30,medium,leisure,11-07-2025 19:06
T152,metro_subway,public,14.83,25.4,35,44.49,Mumbai,Friday,Summer,1.1,0.13,0.008,0.122,peak_morning,1.2,heavy,1.3,1,1.56,favorable,0.95,city_center,1.2,1,moderate,1,1.14,3.2176,32,medium,commute,07-05-2025 19:06
T153,metro_subway,public,19.07,25.6,44.8,57.21,Chennai,Monday,Monsoon,1.2,0.13,0.008,0.122,peak_evening,1.2,moderate,1.1,0.7,0.924,favorable,0.95,city_center,1.2,1,good,0.95,1.083,2.3281,19,high,commute,20-04-2025 19:06
T154,metro_subway,public,28.85,35,49.5,60,Delhi,Wednesday,Monsoon,1.2,0.13,0.008,0.122,off_peak,1,moderate,1.1,0.7,0.77,light_rain,1.1,city_center,1.2,1,very_poor,1.1,1.452,3.9352,18,medium,business,02-10-2025 19:06
T155,metro_subway,public,23.11,53.8,25.8,60,Bangalore,Thursday,Winter,0.95,0.13,0.008,0.122,peak_evening,1.2,heavy,1.3,1,1.56,normal,1,city_center,1.2,0.95,very_poor,1.1,1.254,5.5155,43,medium,business,02-06-2025 19:06
T156,metro_subway,public,21.19,31.1,40.8,60,Pune,Monday,Monsoon,1.2,0.13,0.008,0.122,peak_evening,1.2,moderate,1.1,1,1.32,light_rain,1.1,suburban,1,1.1,good,0.95,1.15,3.9243,47,low,commute,26-05-2025 19:06
T157,metro_subway,public,21.66,51.7,25.2,60,Bangalore,Wednesday,Summer,1.1,0.13,0.008,0.122,peak_morning,1.2,heavy,1.3,1,1.56,light_rain,1.1,suburban,1,1,moderate,1,1.1,4.5346,60,medium,commute,21-04-2025 19:06
T158,metro_subway,public,27.97,65.7,25.6,60,Pune,Wednesday,Winter,0.95,0.13,0.008,0.122,peak_morning,1.2,moderate,1.1,0.9,1.188,light_rain,1.1,suburban,1,1,good,0.95,1.045,4.2363,42,low,commute,01-05-2025 19:06
T159,metro_subway,public,20.95,27.9,45.1,60,Hyderabad,Thursday,Winter,0.95,0.13,0.008,0.122,peak_morning,1.2,moderate,1.1,0.9,1.188,normal,1,city_center,1.2,1.1,moderate,1,1.32,4.0081,21,medium,business,08-08-2025 19:06
T160,metro_subway,public,25.69,36.1,42.7,60,Pune,Thursday,Summer,1.1,0.13,0.008,0.122,peak_morning,1.2,moderate,1.1,1,1.32,normal,1,city_center,1.2,1,very_poor,1.1,1.32,5.461,18,low,commute,25-05-2025 19:06
T161,metro_subway,public,29.89,42.5,42.2,60,Delhi,Thursday,Post-Monsoon,1,0.13,0.008,0.122,peak_morning,1.2,heavy,1.3,0.7,1.092,normal,1,suburban,1,1,moderate,1,1,3.9821,32,high,commute,08-06-2025 19:06
T162,metro_subway,public,27.59,59.9,27.6,60,Hyderabad,Sunday,Monsoon,1.2,0.13,0.008,0.122,peak_morning,1.2,heavy,1.3,1,1.56,normal,1,city_center,1.2,1,good,0.95,1.14,5.9861,27,medium,business,26-08-2025 19:06
T163,metro_subway,public,17.15,23.5,43.9,51.45,Kolkata,Tuesday,Winter,0.95,0.13,0.008,0.122,peak_morning,1.2,moderate,1.1,0.7,0.924,normal,1,city_center,1.2,1,very_poor,1.1,1.32,2.5519,39,medium,commute,29-09-2025 19:06
T164,metro_subway,public,24.25,46.9,31,60,Hyderabad,Tuesday,Winter,0.95,0.13,0.008,0.122,peak_evening,1.2,heavy,1.3,0.7,1.092,normal,1,city_center,1.2,1,moderate,1,1.2,3.8768,30,low,commute,28-06-2025 19:06
T165,metro_subway,public,11.43,25.5,26.9,34.29,Pune,Friday,Winter,0.95,0.13,0.008,0.122,peak_evening,1.2,moderate,1.1,0.9,1.188,normal,1,city_center,1.2,1,moderate,1,1.2,1.9879,29,high,commute,25-05-2025 19:06
T166,metro_subway,public,28.35,37.2,45.7,60,Pune,Friday,Summer,1.1,0.13,0.008,0.122,peak_morning,1.2,moderate,1.1,0.9,1.188,normal,1,city_center,1.2,0.95,moderate,1,1.14,4.6842,19,medium,commute,08-08-2025 19:06
T167,metro_subway,public,21.44,37.7,34.1,60,Bangalore,Friday,Monsoon,1.2,0.13,0.008,0.122,peak_evening,1.2,moderate,1.1,0.5,0.66,heavy_rain,1.2,city_center,1.2,1,good,0.95,1.368,2.3616,35,high,commute,10-09-2025 19:06
T168,metro_subway,public,29.69,67.2,26.5,60,Hyderabad,Monday,Winter,0.95,0.13,0.008,0.122,peak_evening,1.2,light,1,0.5,0.6,normal,1,city_center,1.2,1,moderate,1,1.2,2.608,23,medium,commute,01-10-2025 19:06
